skill_id,skill_name,invoke_name,Alexa_Answer,User_Response,label,
B07QF77YR2,Movie Trivia Game,"Alexa, open movie trivia game",bravo you now have one point karan gillen is voted best actress by readers of doctor he magazine for her stint on the twenty tenth season of doctor hoop next question which of these movies was not directed by stanley cooben is the answer one the yeoman two full metal jacket three a clockwork orange or four two thousand one a space odycy,Four,understood,
B07QF77YR2,Movie Trivia Game,"Alexa, open movie trivia game",you said four two thousand one a space odyssy sorry that's incorrect the correct answer was the omen the only author that cubrick worked with personally was arthur c clark for two thousand one a space odyssy you've finished with a score of one point keep on trying want to play again o,No,understood,
B07D6NWVKW,Quiz of the Day skill for Amazon Alexa,"Alexa, open Quiz of the Day.",either i'm john coshr am they very warm welcome to quis of the day let's find out who we've got with us to day either this is the done ald this is done or j trump the j stands for genius let's go to our very beautiful cohost a smart cohost i love our cohost thank you donald one thing is for sure i am never going to be impeached as cohost of the squits to day's category is celebrities this will be the broad general area af your question a day when you're ready to sta to say let's go it' simple,Let's go.,understood,
B07D6NWVKW,Quiz of the Day skill for Amazon Alexa,"Alexa, open Quiz of the Day.",five points in an interview who describe his own surname as a fart in a bath which one is it a angleberd humpeny b walton doggins or c benedict cumberbach,Benedict Cumberbatch.,understood,
B07D6NWVKW,Quiz of the Day skill for Amazon Alexa,"Alexa, open Quiz of the Day.",wli gon tens a very good answer great answer the best answer but then again i think this hestow looks good that answer was even better than my twits which are bigly good toit all ways constructed on the toilet at three a m did you know comber batch started out acting under the stage named benedict callton before being persuaded to use his more unique surname time for your bonus quis ten points apophobia is the fear of witch animals is it a ants b bs or c timates,Bees.,understood,
B07D6NWVKW,Quiz of the Day skill for Amazon Alexa,"Alexa, open Quiz of the Day.",great answer and you did all without collusion or abstruction very smit very smit grason it was the rago i knewthat if you enjoyed playing chritc of the day and would like to answer more questions you can upgrade to our premium version would you like to hear more o,No.,understood,
B07D6NWVKW,Quiz of the Day skill for Amazon Alexa,"Alexa, open Quiz of the Day.",plaing the playand that's all for to day to play a new game please come back again to morrow we'll see you then ho ho ho here's one for your stocking just say open canta banter,Open canta banter.,understood,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,welcome to how well do you know the hottest movie quilt quiz game in the world are you ready to play,Yes.,understood,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,let's test your knowledge take a move,Okay.,does not work,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,let's test your knowledge thike a movi o,Sure.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,let's test your knowledge tik a movo,Okay.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,let's test your knowledge take an move,No.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,say help if you aren't sure what to doo,I'm good.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong,Oh no.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong,Oops.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,say help if you aren't sure what to do o,I'm fine.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong o,My bad.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong,Not again.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong,Oh well.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong,That's unfortunate.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong,Not again.,,
B07S3W1VMX,Movie Quotes Quiz,Alexa open beast audio,something went wrong,My mistake.,,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",welcome to vocabulary master please choose the level of difficulty you can say easy medium or harm,easy,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",here is your first question which of the following is the synonym of noise your choices are first loud afraid,loud,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",binga your score is one next question which of the following is the synonym of ho your choices are walk jump rum,jump,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",break your scores too next question which of the following is the synonym of twist your choices are open turn lock,turn,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",excellent your score is three next question which of the following is the synonym of scare your choices are happy afraid angry,afraid,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",wonderful your score is four next question which of the following is the synonym of sand your choices are package attend deliver,deliver,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",superb your score is five next question which of the following is the synonym of creatie your choices are right make earth o,make,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",awesome your score is six next question which of the following is the synonym of place your choice is a water home location,location,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",super ausum your score is seven next question which of the following is the synonym of robber your choices are officer police thief,thief,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",alsom your score is eight next question which of the following is the synonym of watch your choice is on hear see understand,see,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",sa i heard see it's an incorrect answer try again your choices are here see understando,see,misunderstood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",i heard see but the correct answer is c next question which of the following is the synonym of disgusting your choices are tasty gross flavorful,gross,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",your very talented your score is not next question which of the following is the synonym of other your choices are stove drire iron,other,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",sorry i heard other it's an incorrect answer try again your choices are stove drier iron,other,understood,
B06XN5QW6N,Vocabulary Master,"Alexa, Start Vocabulary Master",o i heard other but the correct answer is stove next question which of the following is the synonym of fina your choices are last first heavy,last,understood,
B07K5D5GTK,Classic Rock Trivia,"Alexa, open classic rock trivia",it looks like you have a two player game in progress would you like to resumeoh,Yes.,does not work,one interaction then does nothing
B07K5D5GTK,Classic Rock Trivia,"Alexa, open classic rock trivia",bret players press your buttons now the register for the gamg,Ready.,stopped working ,
B07K5D5GTK,Classic Rock Trivia,"Alexa, open classic rock trivia",listening timeout,No response,,
B01HT46HTC,Trivia Movie Quotes,"Alexa, launch Trivia Movie",i will ask you five questions try to get as many right as you can just say the number of the answer let's begin question one i don't want to be a product of my environment i want my environment to be a product of ne one iron man two legends three godfather four the departed,One.,understood,
B01HT46HTC,Trivia Movie Quotes,"Alexa, launch Trivia Movie",that answer is wrong the correct answer is four the departed your score is zero question two girl you look so good some one ought to put you on a plate and sop you up with a biscuit one miami vice two coming to america three trading places four righd along,Four.,understood,
B01HT46HTC,Trivia Movie Quotes,"Alexa, launch Trivia Movie",that answer is wrong the correct answer is two coming to america your score is zero question three i don't care what you believe in just believe in it one fantastic four two serenity three constantine four superman returns,Two.,understood,
B01HT46HTC,Trivia Movie Quotes,"Alexa, launch Trivia Movie",thaanswer is correct your score is one question four they may take our lives but they'll never take our freedom one repo man two gladiator three grave hert four the patriot,Three.,understood,
B01HT46HTC,Trivia Movie Quotes,"Alexa, launch Trivia Movie",that answer is correct you got two out of five questions correct thank you for playing,Thank you.,understood,
B087Z5F54N,World Geography Quiz,"Alexa, open World Geographic Quiz",handing off to world geography cleas by voice box studio welcome to world geographic quits,Hello.,,
B087Z5F54N,World Geography Quiz,"Alexa, open World Geographic Quiz",the world geographic quis skill can't help you to that it can ask you questions about reindeer if you say start game what can i help you with,Start game.,misunderstood,
B087Z5F54N,World Geography Quiz,"Alexa, open World Geographic Quiz",listening timeout,No response,stopped working ,
B07RZ4L2KZ,Super Blackjack,"Alexa, open Super Blackjack",welcome back to super black jack you are apparently ranked bronze the next rank is silver you need nineteen seventy six more chips to rank up your balance is three thousand twenty four chips how much do you want to bet  this is a reminder villas duesi how much would you like to bet this is a reminder villas du,1976,misunderstood,
B07RZ4L2KZ,Super Blackjack,"Alexa, open Super Blackjack",b,Bet all.,stopped working ,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,welcome to escape the mars it's year twenty thirty you are in mars humans has become interplanetary species as scientists you are working inside a high tex scientific laud suddenly as something strange happened fire alarm set off now you need to reach a safe place as soon as possible it is a situation reaction game if you stuck anywhere in the game you can say where am i so let's start the game there is a door to your left and a window in front of you a desk sits below the window piled high with paperwork do you explore the desk try to climb out the window or attempt to escape through the door,explore desk,misunderstood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,while rummaging through the paper work that's piled on the desk you find a room key the key is a perfect fit for the door you unlock it and step out into a small corridor  you turn left or right,turn right,understood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,ouare in a small opening at the end of a door lined corridor there is staircase to your left and an elevator to your right do you take the stairs take the elevator or walk down the corridor,take stairs,understood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,you walk over to the staircase the coast seems clear you go up or do you go down the stairs,go up,understood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,you're on an empty roofd terrace there is no way out except for back down do you take the stairs or do you take the elevator,take elevator,understood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,you step into the elevator glad to be out of the cold night's air you look at buttons on the panel press first floor reception basement which button do you press,first floor,understood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,you're in a small opening at the end of a door lined corridor you can take the stairs or elevator or walk down the corridor,take stairs,understood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,you walk over to the staircase the coast seems clear you can go up or downo,go down,understood,
B07CKKS7RG,Escape the Mars,Alexa open escape the mars,you arrive in the reception the lights are often there is no one behind the counter you walk over to the main entrance and try the door it's locked as you turn around to head back something jumps out from behind the reception desk you have failed to start again you can say alexa play escaped the mars,Alexa play escaped the mars,stopped working ,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",you can say at number between one and twenty to start a game with that number of players how many people want to play o,Five.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",great five it is i'll ask you three questions each and then we'll see how you got on play her one true or false the chemical opposite of a base is a metal,False.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",well done an acid is the opposite of a chemical base playor two true or false there is an island inhabited entirely by pigs,True.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",correct pig beach in the bahamas is home to many of the animals but no one actually knows how they got there play are three true or false the u s department of agriculture once tried to classify tomato catchup as a vegetable,True.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",you got it during the nineteen eighties the government wanted to let schools suffering from budget cuts plain conbinents including tomato catchup were vegetables player for true or false the playing pard the queen of diamonds is known as helen of troy,False.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",i'm impressed it's the queen of hearts clayer five true or false the amazon mobile has a hidden message,True.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",you're right the arrow in the logo points from a to z meaning you can get anything and everything you want on the web sit player one true or false the truman doctrine was a u s plan toccounter the expansion of the soviet union,True.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",good work it was announced in nineteen forty seven to counter soviet expansion during the cold war player two true or false the first t b remote was called the lazy bones,True.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",right it appeared in nineteen fifty and was connected with a wire player three true or false if you add up all the numbers on a clock face you get sixty four,False.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",nice work you get seventy eight player four true or false the capital of vietnontis annoy,True.,understood,
B07F7S19FX,True Or False? (For Buttons),"Alexa, play true or false",listening timeout,No response,stopped working ,
B07W8J1GD3,Finish The Phrase,"Alexa, play finish the phrase",lo bad earlier you answered three questions would you like to answer the remaining two questions for to day,Sure.,,
B07W8J1GD3,Finish The Phrase,"Alexa, play finish the phrase",here is your question for twenty points to give the third,Okay.,,
B07W8J1GD3,Finish The Phrase,"Alexa, play finish the phrase",i'll repeat the question to give the third,Go ahead.,,
B07W8J1GD3,Finish The Phrase,"Alexa, play finish the phrase",i'll repeat the question to give the third,Okay.,,
B07W8J1GD3,Finish The Phrase,"Alexa, play finish the phrase",i'll repeat the question to give the third,Okay.,,
B07W8J1GD3,Finish The Phrase,"Alexa, play finish the phrase",i'll repeat the question to give the third,Okay.,,
B07W8J1GD3,Finish The Phrase,"Alexa, play finish the phrase",listening timeout,No response,,
B072M8HJ3N,Ghost Game,"Alexa, play Ghost Game",welcome to the ghost game ghost is a word game that stynes thinkers of all ages if you know how to play say play a game and if not say instructions,play a game,understood,
B072M8HJ3N,Ghost Game,"Alexa, play Ghost Game",turn to go first remember you can say challenge if you don't think my letters start a word or if you think i completed a word let's start with the letter p your turn say my letter is followed by a letter to continue the word,my letter is h,understood,
B072M8HJ3N,Ghost Game,"Alexa, play Ghost Game",my letter is a making the word so far p h  your turn what's the next lettero,my letter is t,understood,
B072M8HJ3N,Ghost Game,"Alexa, play Ghost Game",the last letter you said was t correct,Yes,understood,
B072M8HJ3N,Ghost Game,"Alexa, play Ghost Game",i'm challenging you to spell out a word that starts with p h a t what's the next letter o,n,misunderstood,
B072M8HJ3N,Ghost Game,"Alexa, play Ghost Game",that's for playing the ghost bil good bye,Goodbye,misunderstood,
