number,skill_name,invoke_name,Alexa_Answer,User_Response
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",WELCOME TO CHRISTMAS MOVIE GUESSAND GANG SAY START THO PLAY,start
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",DOUBTING YOUNG BOY TAKES AN EXTRAORDINARY TRAIN RIDE TO THE NORTH POLE WHAT CHRISTMAS MOVIE IS THIS,The Polar Express
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",HEREIS A HINT IT STARTS WITH THE PE,The Polar Express
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",THE ANSWER IS THE POLAR EXPRESS SAY PLAY AGAIN FOR A NEW DESCRIPTION OR STOP TO QUIT,A: stop
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",GREEN CHARACTER DECIDES TO RUIN CHRISTMAS FOR THE CHEERY CITIZENS WHAT CHRISTMAS MOVIE IS THIS O,How the Grinch Stole Christmas
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",YES AGAINO,A: start
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",THE FORMA THE MOVI IS BLANK OR IT IS BLANK,"I'm sorry, I don't understand the question. Can you please rephrase it?"
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",HERE IS THE DESCRIPTION TO GUESS AGAIN GREEN CHARACTER DECIDES TO RUIN CHRISTMAS FOR THE CHEERY CITIZENS,How the Grinch Stole Christmas
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",HERE IS A HYMN IT STARTS WITH D,How the Grinch Stole Christmas
14,"Alexa, open christmas movie game.","Alexa, open christmas movie game.",THE ANSWER IS DOCTOR SUS'S HOW THE GRINCH STOLE CHRISTMAS SAY PLAY AGAIN FOR A NEW DESCRIPTION OR STOP TO QUIT,stop
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO ELAY TIMES CROSS WORK TRY SAYING PRINT TO DAY'S CROSS WORK OR PLINT LAST SUNDAY'S ANSWERS,print
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",PRINT TO DAY'S CROSS WORK YOU CAN ALSO PICK A DIFFERENT DAY,Sunday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSSWORD WOULD YOU LIKE TO PRINT O,Monday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT OH,Monday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Tuesday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT O,Tuesday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT,Tuesday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINTO,Wednesday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATES CROSS WORD WOULD YOU LIKE TO PRINT O,Wednesday
0,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Thursday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO ALE TIMES CROSSWORK TRY SAYING PRINT TO DAY'S CROSSWORD OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOLD YOU LIKE TO PRINT O,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT OH,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSSWORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSSWORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Sunday
1,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO LA TIMES CROSSWORD TRY SAYING PRINT TO DAY'S CROSSWORD OR FLINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print Sunday's crossword
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSSWORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATES CROSS WORD WOULD YOU LIKE TO PRINT O,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",SORRY THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT OH,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Sunday
2,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSSWORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATES CROSS WORD WOULD YOU LIKE TO PRINT,Sunday
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO LA TIMES CROSSWORK TRY SAYING PRINT TO DAY'S CROSSWORD OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT BAS CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATES CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
3,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO L A TIMES CROSSWORK TRY SAYING PRINT TO DAY'S CROSSWORD OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",SORRY THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAYE'S CROSS WORD WOULD YOU LIKE TO PRINT O,Print last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Print last Sunday's answers.
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATES CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Print last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
4,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO L A TIMES CROSS WORK TRY SAYING FRINT TO DAY'S CROSS WORK OR FRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Print last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
5,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO L A TIMES CROSS WORK TRY SAYING PRINT TO DAY'S CROSS WORK OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATES CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT OH,Last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Print last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATES CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
6,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO LELAY TIMES CROSS WORK TRY SAYING PRINT TO DAY'S CROSSWORD OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAYES CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINTO,Print last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
7,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO L A TIMES CROSS WORK TRY SAYING PRINT TO DAY'S CROSS WORK OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSSWORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
8,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAYS PROSPHORUS WOULD YOU LIKE TO PRAY,Last Sunday's answers
9,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO L A TIMES CROSS WORK TRY SAYING PRINT TO DAY'S CROSS WORK OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
9,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",SORRY THAT CROSSWORD IS NOT AVAILABLE YET PLEASE TRY AGEN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
9,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",CROSSWORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DATE'S CROSSWORD DOUD YOU LIKE TO PRINT,Last Sunday's answers
9,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword","tag info,loop time: 3","tag info: skill problem, skill stop"
10,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO ALAY TIMES TROSWER TRY SAYING PRINT TO DAY'S PROSPER OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO L A TIMES CROSSWORK TRY SAYING PRINT TO DAY'S CROSSWORD OR PRINT LAST SUNDAY'S ANSWERS,Print last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAYS CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WOY WOULD YOU LIKE TO PRAY,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT O,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAYE'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
11,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",SORRY THAT CROSS WORD IS NOT AVAILABLE YET PLEASE TRY AGAIN LATER WHAT DAY'S CROSS WORD WOULD YOU LIKE TO PRINT,Last Sunday's answers
12,"Alexa, open Los Angeles Times Crossword","Alexa, open Los Angeles Times Crossword",WELCOME BACK TO LA TIMES CROSSWORK TRY SAYING FLINT TO DAY'S CROSSWORK OR FRET LAST SUNDAY'S ANSWERS,Last Sunday's answers
